year,value,item_text,demographics_text,characteristics_text,total_expend,cpi_index
2022,4797,Food at home,Age of reference person,Reference person age 65 or over,57833,288.45758333333333
2023,4973,Food at home,Age of reference person,Reference person age 65 or over,60087,302.9105833333333
2024,5251,Food at home,Age of reference person,Reference person age 65 or over,61432,306.53991666666667
1984,1691,Food at home,Age of reference person,Reference person from age 65 to 74,15842,102.775
1985,1795,Food at home,Age of reference person,Reference person from age 65 to 74,17938,104.25833333333333
1986,1647,Food at home,Age of reference person,Reference person from age 65 to 74,17506,107.275
1987,1897,Food at home,Age of reference person,Reference person from age 65 to 74,18888,111.875
1988,1933,Food at home,Age of reference person,Reference person from age 65 to 74,20120,116.55833333333334
1989,2048,Food at home,Age of reference person,Reference person from age 65 to 74,21152,124.23333333333333
1990,2106,Food at home,Age of reference person,Reference person from age 65 to 74,20901,132.33333333333334
1991,2364,Food at home,Age of reference person,Reference person from age 65 to 74,22564,135.8
1992,2461,Food at home,Age of reference person,Reference person from age 65 to 74,22862,136.8
1993,2568,Food at home,Age of reference person,Reference person from age 65 to 74,23706,140.05
1994,2346,Food at home,Age of reference person,Reference person from age 65 to 74,25059,144.08333333333334
1995,2610,Food at home,Age of reference person,Reference person from age 65 to 74,25277,148.75
1996,2779,Food at home,Age of reference person,Reference person from age 65 to 74,27739,154.26666666666668
1997,2600,Food at home,Age of reference person,Reference person from age 65 to 74,27792,158.13333333333333
1998,2443,Food at home,Age of reference person,Reference person from age 65 to 74,27830,161.125
1999,2575,Food at home,Age of reference person,Reference person from age 65 to 74,29864,164.23333333333335
2000,2760,Food at home,Age of reference person,Reference person from age 65 to 74,30782,167.85833333333332
2001,2597,Food at home,Age of reference person,Reference person from age 65 to 74,32023,173.38333333333333
2002,2877,Food at home,Age of reference person,Reference person from age 65 to 74,32243,175.59166666666667
2003,2888,Food at home,Age of reference person,Reference person from age 65 to 74,33629,179.40833333333333
2004,3049,Food at home,Age of reference person,Reference person from age 65 to 74,36512,186.19166666666666
2005,2967,Food at home,Age of reference person,Reference person from age 65 to 74,38573,189.78333333333333
2006,3062,Food at home,Age of reference person,Reference person from age 65 to 74,40960,193.10833333333335
2007,3348,Food at home,Age of reference person,Reference person from age 65 to 74,42262,201.25366666666667
2008,3421,Food at home,Age of reference person,Reference person from age 65 to 74,41433,214.13883333333334
2009,3567,Food at home,Age of reference person,Reference person from age 65 to 74,42957,215.12208333333334
2010,3213,Food at home,Age of reference person,Reference person from age 65 to 74,41434,215.8305
2011,3594,Food at home,Age of reference person,Reference person from age 65 to 74,44646,226.19883333333334
2012,3719,Food at home,Age of reference person,Reference person from age 65 to 74,45968,231.74966666666666
2013,3728,Food at home,Age of reference person,Reference person from age 65 to 74,46757,233.85483333333335
2014,3735,Food at home,Age of reference person,Reference person from age 65 to 74,48885,239.44933333333333
2015,3803,Food at home,Age of reference person,Reference person from age 65 to 74,49477,242.25008333333332
2016,3984,Food at home,Age of reference person,Reference person from age 65 to 74,50873,239.07141666666666
2017,4049,Food at home,Age of reference person,Reference person from age 65 to 74,54997,238.59408333333334
2018,4265,Food at home,Age of reference person,Reference person from age 65 to 74,56268,239.65933333333334
2019,4411,Food at home,Age of reference person,Reference person from age 65 to 74,55087,241.76675
2020,4591,Food at home,Age of reference person,Reference person from age 65 to 74,52364,250.21283333333332
2021,4755,Food at home,Age of reference person,Reference person from age 65 to 74,56435,258.8825
2022,5253,Food at home,Age of reference person,Reference person from age 65 to 74,60860,288.45758333333333
2023,5432,Food at home,Age of reference person,Reference person from age 65 to 74,65149,302.9105833333333
2024,5642,Food at home,Age of reference person,Reference person from age 65 to 74,65354,306.53991666666667
1984,1266,Food at home,Age of reference person,Reference person age 75 or over,11122,102.775
1985,1469,Food at home,Age of reference person,Reference person age 75 or over,13012,104.25833333333333
1986,1342,Food at home,Age of reference person,Reference person age 75 or over,12198,107.275
1987,1496,Food at home,Age of reference person,Reference person age 75 or over,12230,111.875
1988,1373,Food at home,Age of reference person,Reference person age 75 or over,13339,116.55833333333334
1989,1713,Food at home,Age of reference person,Reference person age 75 or over,15919,124.23333333333333
1990,1654,Food at home,Age of reference person,Reference person age 75 or over,15450,132.33333333333334
1991,1864,Food at home,Age of reference person,Reference person age 75 or over,15782,135.8
1992,1879,Food at home,Age of reference person,Reference person age 75 or over,17794,136.8
1993,2042,Food at home,Age of reference person,Reference person age 75 or over,18350,140.05
1994,2112,Food at home,Age of reference person,Reference person age 75 or over,19280,144.08333333333334
1995,2069,Food at home,Age of reference person,Reference person age 75 or over,18572,148.75
1996,1917,Food at home,Age of reference person,Reference person age 75 or over,19603,154.26666666666668
1997,1924,Food at home,Age of reference person,Reference person age 75 or over,20279,158.13333333333333
1998,2044,Food at home,Age of reference person,Reference person age 75 or over,20987,161.125
1999,1943,Food at home,Age of reference person,Reference person age 75 or over,22884,164.23333333333335
2000,2106,Food at home,Age of reference person,Reference person age 75 or over,21908,167.85833333333332
2001,2261,Food at home,Age of reference person,Reference person age 75 or over,23099,173.38333333333333
2002,2195,Food at home,Age of reference person,Reference person age 75 or over,23759,175.59166666666667
2003,2241,Food at home,Age of reference person,Reference person age 75 or over,25016,179.40833333333333
2004,2380,Food at home,Age of reference person,Reference person age 75 or over,25763,186.19166666666666
2005,2222,Food at home,Age of reference person,Reference person age 75 or over,27018,189.78333333333333
2006,2244,Food at home,Age of reference person,Reference person age 75 or over,28904,193.10833333333335
2007,2419,Food at home,Age of reference person,Reference person age 75 or over,30414,201.25366666666667
2008,2667,Food at home,Age of reference person,Reference person age 75 or over,31692,214.13883333333334
2009,2851,Food at home,Age of reference person,Reference person age 75 or over,31676,215.12208333333334
2010,2643,Food at home,Age of reference person,Reference person age 75 or over,31529,215.8305
2011,2980,Food at home,Age of reference person,Reference person age 75 or over,32688,226.19883333333334
2012,2716,Food at home,Age of reference person,Reference person age 75 or over,33530,231.74966666666666
2013,2825,Food at home,Age of reference person,Reference person age 75 or over,34382,233.85483333333335
2014,2952,Food at home,Age of reference person,Reference person age 75 or over,36673,239.44933333333333
2015,2859,Food at home,Age of reference person,Reference person age 75 or over,38123,242.25008333333332
2016,3017,Food at home,Age of reference person,Reference person age 75 or over,38691,239.07141666666666
2017,3478,Food at home,Age of reference person,Reference person age 75 or over,41849,238.59408333333334
2018,3639,Food at home,Age of reference person,Reference person age 75 or over,43181,239.65933333333334
2019,3566,Food at home,Age of reference person,Reference person age 75 or over,43623,241.76675
2020,3632,Food at home,Age of reference person,Reference person age 75 or over,40814,250.21283333333332
2021,4121,Food at home,Age of reference person,Reference person age 75 or over,45820,258.8825
2022,4140,Food at home,Age of reference person,Reference person age 75 or over,53496,288.45758333333333
2023,4321,Food at home,Age of reference person,Reference person age 75 or over,53031,302.9105833333333
2024,4696,Food at home,Age of reference person,Reference person age 75 or over,55834,306.53991666666667
1984,9381,All other expenditures,Age of reference person,Reference person age 75 or over,11122,104
1984,19162,All other expenditures,Age of reference person,Reference person from age 25 to 34,22294,104
1984,23913,All other expenditures,Age of reference person,Reference person from age 35 to 44,28214,104
1984,24356,All other expenditures,Age of reference person,Reference person from age 45 to 54,28696,104
1984,19936,All other expenditures,Age of reference person,Reference person from age 55 to 64,23401,104
1984,13265,All other expenditures,Age of reference person,Reference person from age 65 to 74,15842,104
1984,11374,All other expenditures,Age of reference person,Reference person under age 25,13461,104
1984,22189,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,26138,104
1984,36303,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,41825,104
1984,9138,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,10894,104
1984,11837,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,14337,104
1984,16320,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,19469,104
1985,10973,All other expenditures,Age of reference person,Reference person age 75 or over,13012,107.98333333333333
1985,20004,All other expenditures,Age of reference person,Reference person from age 25 to 34,23349,107.98333333333333
1985,25208,All other expenditures,Age of reference person,Reference person from age 35 to 44,29604,107.98333333333333
1985,26333,All other expenditures,Age of reference person,Reference person from age 45 to 54,30946,107.98333333333333
1985,21113,All other expenditures,Age of reference person,Reference person from age 55 to 64,24766,107.98333333333333
1985,15169,All other expenditures,Age of reference person,Reference person from age 65 to 74,17938,107.98333333333333
1985,11623,All other expenditures,Age of reference person,Reference person under age 25,13763,107.98333333333333
1985,23696,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,27760,107.98333333333333
1985,39274,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,45166,107.98333333333333
1985,9444,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,11417,107.98333333333333
1985,12610,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,15092,107.98333333333333
1985,17212,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,20374,107.98333333333333
1986,10269,All other expenditures,Age of reference person,Reference person age 75 or over,12198,109.74166666666667
1986,20582,All other expenditures,Age of reference person,Reference person from age 25 to 34,23931,109.74166666666667
1986,26707,All other expenditures,Age of reference person,Reference person from age 35 to 44,31219,109.74166666666667
1986,27544,All other expenditures,Age of reference person,Reference person from age 45 to 54,32218,109.74166666666667
1986,21320,All other expenditures,Age of reference person,Reference person from age 55 to 64,24808,109.74166666666667
1986,14901,All other expenditures,Age of reference person,Reference person from age 65 to 74,17506,109.74166666666667
1986,11997,All other expenditures,Age of reference person,Reference person under age 25,14142,109.74166666666667
1986,24513,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,28698,109.74166666666667
1986,40389,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,46242,109.74166666666667
1986,9592,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,11477,109.74166666666667
1986,12164,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,14639,109.74166666666667
1986,17835,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,21088,109.74166666666667
1987,10125,All other expenditures,Age of reference person,Reference person age 75 or over,12230,113.60833333333333
1987,20610,All other expenditures,Age of reference person,Reference person from age 25 to 34,24177,113.60833333333333
1987,26835,All other expenditures,Age of reference person,Reference person from age 35 to 44,31473,113.60833333333333
1987,27082,All other expenditures,Age of reference person,Reference person from age 45 to 54,31708,113.60833333333333
1987,21820,All other expenditures,Age of reference person,Reference person from age 55 to 64,25707,113.60833333333333
1987,15917,All other expenditures,Age of reference person,Reference person from age 65 to 74,18888,113.60833333333333
1987,12164,All other expenditures,Age of reference person,Reference person under age 25,14368,113.60833333333333
1987,25271,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,29603,113.60833333333333
1987,40306,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,46470,113.60833333333333
1987,8439,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,10355,113.60833333333333
1987,12914,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,15686,113.60833333333333
1987,18133,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,21708,113.60833333333333
1988,14716,All other expenditures,Age of reference person,Reference person age 65 or over,17297,118.25833333333333
1988,11400,All other expenditures,Age of reference person,Reference person age 75 or over,13339,118.25833333333333
1988,22106,All other expenditures,Age of reference person,Reference person from age 25 to 34,25770,118.25833333333333
1988,28442,All other expenditures,Age of reference person,Reference person from age 35 to 44,33078,118.25833333333333
1988,28390,All other expenditures,Age of reference person,Reference person from age 45 to 54,33205,118.25833333333333
1988,21813,All other expenditures,Age of reference person,Reference person from age 55 to 64,25765,118.25833333333333
1988,17106,All other expenditures,Age of reference person,Reference person from age 65 to 74,20120,118.25833333333333
1988,13918,All other expenditures,Age of reference person,Reference person under age 25,16373,118.25833333333333
1988,27451,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,32084,118.25833333333333
1988,42647,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,48718,118.25833333333333
1988,8943,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,10893,118.25833333333333
1988,14065,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,16880,118.25833333333333
1988,19745,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,23290,118.25833333333333
1989,16056,All other expenditures,Age of reference person,Reference person age 65 or over,18967,123.7
1989,13414,All other expenditures,Age of reference person,Reference person age 75 or over,15919,123.7
1989,22771,All other expenditures,Age of reference person,Reference person from age 25 to 34,26683,123.7
1989,30362,All other expenditures,Age of reference person,Reference person from age 35 to 44,35589,123.7
1989,30712,All other expenditures,Age of reference person,Reference person from age 45 to 54,36073,123.7
1989,24193,All other expenditures,Age of reference person,Reference person from age 55 to 64,28617,123.7
1989,17947,All other expenditures,Age of reference person,Reference person from age 65 to 74,21152,123.7
1989,14073,All other expenditures,Age of reference person,Reference person under age 25,16577,123.7
1989,29279,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,34231,123.7
1989,46321,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,53093,123.7
1989,9912,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,12119,123.7
1989,14515,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,17616,123.7
1989,20578,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,24476,123.7
1990,15625,All other expenditures,Age of reference person,Reference person age 65 or over,18551,130.29166666666666
1990,13044,All other expenditures,Age of reference person,Reference person age 75 or over,15450,130.29166666666666
1990,24017,All other expenditures,Age of reference person,Reference person from age 25 to 34,28117,130.29166666666666
1990,30214,All other expenditures,Age of reference person,Reference person from age 35 to 44,35594,130.29166666666666
1990,31522,All other expenditures,Age of reference person,Reference person from age 45 to 54,37012,130.29166666666666
1990,24832,All other expenditures,Age of reference person,Reference person from age 55 to 64,29263,130.29166666666666
1990,17596,All other expenditures,Age of reference person,Reference person from age 65 to 74,20901,130.29166666666666
1990,13764,All other expenditures,Age of reference person,Reference person under age 25,16525,130.29166666666666
1990,29009,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,34265,130.29166666666666
1990,48310,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,55437,130.29166666666666
1990,10508,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,12909,130.29166666666666
1990,14814,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,17927,130.29166666666666
1990,20828,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,24687,130.29166666666666
1991,16615,All other expenditures,Age of reference person,Reference person age 65 or over,19692,136.14166666666665
1991,13234,All other expenditures,Age of reference person,Reference person age 75 or over,15782,136.14166666666665
1991,25009,All other expenditures,Age of reference person,Reference person from age 25 to 34,29280,136.14166666666665
1991,31042,All other expenditures,Age of reference person,Reference person from age 35 to 44,36446,136.14166666666665
1991,32953,All other expenditures,Age of reference person,Reference person from age 45 to 54,38137,136.14166666666665
1991,27728,All other expenditures,Age of reference person,Reference person from age 55 to 64,31945,136.14166666666665
1991,19098,All other expenditures,Age of reference person,Reference person from age 65 to 74,22564,136.14166666666665
1991,14217,All other expenditures,Age of reference person,Reference person under age 25,16745,136.14166666666665
1991,30953,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,36151,136.14166666666665
1991,50563,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,57597,136.14166666666665
1991,11121,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,13464,136.14166666666665
1991,15680,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,18986,136.14166666666665
1991,22199,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,26144,136.14166666666665
1992,17418,All other expenditures,Age of reference person,Reference person age 65 or over,20616,140.74166666666667
1992,15174,All other expenditures,Age of reference person,Reference person age 75 or over,17794,140.74166666666667
1992,25336,All other expenditures,Age of reference person,Reference person from age 25 to 34,29554,140.74166666666667
1992,31978,All other expenditures,Age of reference person,Reference person from age 35 to 44,37196,140.74166666666667
1992,32194,All other expenditures,Age of reference person,Reference person from age 45 to 54,37427,140.74166666666667
1992,27350,All other expenditures,Age of reference person,Reference person from age 55 to 64,31704,140.74166666666667
1992,19227,All other expenditures,Age of reference person,Reference person from age 65 to 74,22862,140.74166666666667
1992,14637,All other expenditures,Age of reference person,Reference person under age 25,17258,140.74166666666667
1992,30987,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,36094,140.74166666666667
1992,50969,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,57981,140.74166666666667
1992,10377,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,12643,140.74166666666667
1992,15943,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,19257,140.74166666666667
1992,22487,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,26573,140.74166666666667
1993,18077,All other expenditures,Age of reference person,Reference person age 65 or over,21322,145.125
1993,15629,All other expenditures,Age of reference person,Reference person age 75 or over,18350,145.125
1993,24424,All other expenditures,Age of reference person,Reference person from age 25 to 34,28594,145.125
1993,32069,All other expenditures,Age of reference person,Reference person from age 35 to 44,37429,145.125
1993,35535,All other expenditures,Age of reference person,Reference person from age 45 to 54,41020,145.125
1993,28335,All other expenditures,Age of reference person,Reference person from age 55 to 64,32973,145.125
1993,20068,All other expenditures,Age of reference person,Reference person from age 65 to 74,23706,145.125
1993,14836,All other expenditures,Age of reference person,Reference person under age 25,17468,145.125
1993,31912,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,37299,145.125
1993,52225,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,59521,145.125
1993,11453,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,13957,145.125
1993,16425,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,19712,145.125
1993,22488,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,26603,145.125
1994,19276,All other expenditures,Age of reference person,Reference person age 65 or over,22527,148.95
1994,16409,All other expenditures,Age of reference person,Reference person age 75 or over,19280,148.95
1994,26298,All other expenditures,Age of reference person,Reference person from age 25 to 34,30458,148.95
1994,32198,All other expenditures,Age of reference person,Reference person from age 35 to 44,37565,148.95
1994,35806,All other expenditures,Age of reference person,Reference person from age 45 to 54,41420,148.95
1994,29133,All other expenditures,Age of reference person,Reference person from age 55 to 64,33682,148.95
1994,21517,All other expenditures,Age of reference person,Reference person from age 65 to 74,25059,148.95
1994,15623,All other expenditures,Age of reference person,Reference person under age 25,18417,148.95
1994,33697,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,39033,148.95
1994,53456,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,60803,148.95
1994,11885,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,14356,148.95
1994,17497,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,20891,148.95
1994,24435,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,28513,148.95
1995,18861,All other expenditures,Age of reference person,Reference person age 65 or over,22249,153.10833333333335
1995,15805,All other expenditures,Age of reference person,Reference person age 75 or over,18572,153.10833333333335
1995,27024,All other expenditures,Age of reference person,Reference person from age 25 to 34,31493,153.10833333333335
1995,33029,All other expenditures,Age of reference person,Reference person from age 35 to 44,38397,153.10833333333335
1995,36711,All other expenditures,Age of reference person,Reference person from age 45 to 54,42179,153.10833333333335
1995,28085,All other expenditures,Age of reference person,Reference person from age 55 to 64,32626,153.10833333333335
1995,21382,All other expenditures,Age of reference person,Reference person from age 65 to 74,25277,153.10833333333335
1995,15735,All other expenditures,Age of reference person,Reference person under age 25,18425,153.10833333333335
1995,33937,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,39395,153.10833333333335
1995,55117,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,62639,153.10833333333335
1995,12118,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,14607,153.10833333333335
1995,18422,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,22126,153.10833333333335
1995,24856,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,29125,153.10833333333335
1996,20652,All other expenditures,Age of reference person,Reference person age 65 or over,24029,157.5
1996,16930,All other expenditures,Age of reference person,Reference person age 75 or over,19603,157.5
1996,28632,All other expenditures,Age of reference person,Reference person from age 25 to 34,33020,157.5
1996,34252,All other expenditures,Age of reference person,Reference person from age 35 to 44,39944,157.5
1996,36955,All other expenditures,Age of reference person,Reference person from age 45 to 54,42772,157.5
1996,31059,All other expenditures,Age of reference person,Reference person from age 55 to 64,36132,157.5
1996,23767,All other expenditures,Age of reference person,Reference person from age 65 to 74,27739,157.5
1996,15520,All other expenditures,Age of reference person,Reference person under age 25,18384,157.5
1996,36183,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,41965,157.5
1996,58904,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,66794,157.5
1996,13231,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,15896,157.5
1996,19097,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,22799,157.5
1996,25882,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,30402,157.5
1997,20927,All other expenditures,Age of reference person,Reference person age 65 or over,24413,161.10833333333335
1997,17492,All other expenditures,Age of reference person,Reference person age 75 or over,20279,161.10833333333335
1997,30251,All other expenditures,Age of reference person,Reference person from age 25 to 34,34902,161.10833333333335
1997,34748,All other expenditures,Age of reference person,Reference person from age 35 to 44,40413,161.10833333333335
1997,39211,All other expenditures,Age of reference person,Reference person from age 45 to 54,45239,161.10833333333335
1997,30869,All other expenditures,Age of reference person,Reference person from age 55 to 64,35954,161.10833333333335
1997,23726,All other expenditures,Age of reference person,Reference person from age 65 to 74,27792,161.10833333333335
1997,15612,All other expenditures,Age of reference person,Reference person under age 25,18450,161.10833333333335
1997,37166,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,42846,161.10833333333335
1997,58899,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,66800,161.10833333333335
1997,13323,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,16008,161.10833333333335
1997,19829,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,23558,161.10833333333335
1997,26937,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,31447,161.10833333333335
1998,21265,All other expenditures,Age of reference person,Reference person age 65 or over,24721,163.41666666666666
1998,18037,All other expenditures,Age of reference person,Reference person age 75 or over,20987,163.41666666666666
1998,30202,All other expenditures,Age of reference person,Reference person from age 25 to 34,34779,163.41666666666666
1998,36401,All other expenditures,Age of reference person,Reference person from age 35 to 44,42154,163.41666666666666
1998,39476,All other expenditures,Age of reference person,Reference person from age 45 to 54,45475,163.41666666666666
1998,32429,All other expenditures,Age of reference person,Reference person from age 55 to 64,37329,163.41666666666666
1998,23961,All other expenditures,Age of reference person,Reference person from age 65 to 74,27830,163.41666666666666
1998,16361,All other expenditures,Age of reference person,Reference person under age 25,19436,163.41666666666666
1998,37944,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,43811,163.41666666666666
1998,62316,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,70648,163.41666666666666
1998,13894,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,16630,163.41666666666666
1998,20145,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,23709,163.41666666666666
1998,26849,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,31400,163.41666666666666
1999,23010,All other expenditures,Age of reference person,Reference person age 65 or over,26521,167.025
1999,20043,All other expenditures,Age of reference person,Reference person age 75 or over,22884,167.025
1999,31018,All other expenditures,Age of reference person,Reference person from age 25 to 34,36158,167.025
1999,36683,All other expenditures,Age of reference person,Reference person from age 35 to 44,42792,167.025
1999,40566,All other expenditures,Age of reference person,Reference person from age 45 to 54,46511,167.025
1999,34338,All other expenditures,Age of reference person,Reference person from age 55 to 64,39394,167.025
1999,25718,All other expenditures,Age of reference person,Reference person from age 65 to 74,29864,167.025
1999,18350,All other expenditures,Age of reference person,Reference person under age 25,21704,167.025
1999,39781,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,45998,167.025
1999,66447,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,75015,167.025
1999,14034,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,16750,167.025
1999,21067,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,24840,167.025
1999,28229,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,33029,167.025
2000,22880,All other expenditures,Age of reference person,Reference person age 65 or over,26533,172.98333333333332
2000,18831,All other expenditures,Age of reference person,Reference person age 75 or over,21908,172.98333333333332
2000,33685,All other expenditures,Age of reference person,Reference person from age 25 to 34,38945,172.98333333333332
2000,39058,All other expenditures,Age of reference person,Reference person from age 35 to 44,45149,172.98333333333332
2000,39865,All other expenditures,Age of reference person,Reference person from age 45 to 54,46160,172.98333333333332
2000,34172,All other expenditures,Age of reference person,Reference person from age 55 to 64,39340,172.98333333333332
2000,26604,All other expenditures,Age of reference person,Reference person from age 65 to 74,30782,172.98333333333332
2000,19331,All other expenditures,Age of reference person,Reference person under age 25,22543,172.98333333333332
2000,40342,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,46794,172.98333333333332
2000,66422,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,75102,172.98333333333332
2000,15266,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,17940,172.98333333333332
2000,22372,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,26550,172.98333333333332
2000,29533,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,34716,172.98333333333332
2001,23965,All other expenditures,Age of reference person,Reference person age 65 or over,27714,177.76666666666665
2001,19844,All other expenditures,Age of reference person,Reference person age 75 or over,23099,177.76666666666665
2001,34238,All other expenditures,Age of reference person,Reference person from age 25 to 34,39451,177.76666666666665
2001,40666,All other expenditures,Age of reference person,Reference person from age 35 to 44,46908,177.76666666666665
2001,41479,All other expenditures,Age of reference person,Reference person from age 45 to 54,47930,177.76666666666665
2001,36020,All other expenditures,Age of reference person,Reference person from age 55 to 64,41462,177.76666666666665
2001,27814,All other expenditures,Age of reference person,Reference person from age 65 to 74,32023,177.76666666666665
2001,19802,All other expenditures,Age of reference person,Reference person under age 25,23526,177.76666666666665
2001,41998,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,48722,177.76666666666665
2001,68023,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,77125,177.76666666666665
2001,15614,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,18883,177.76666666666665
2001,22329,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,26492,177.76666666666665
2001,30618,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,35660,177.76666666666665
2002,24195,All other expenditures,Age of reference person,Reference person age 65 or over,28105,180.5
2002,20457,All other expenditures,Age of reference person,Reference person age 75 or over,23759,180.5
2002,34847,All other expenditures,Age of reference person,Reference person from age 25 to 34,40318,180.5
2002,42017,All other expenditures,Age of reference person,Reference person from age 35 to 44,48330,180.5
2002,42520,All other expenditures,Age of reference person,Reference person from age 45 to 54,48748,180.5
2002,38771,All other expenditures,Age of reference person,Reference person from age 55 to 64,44330,180.5
2002,27764,All other expenditures,Age of reference person,Reference person from age 65 to 74,32243,180.5
2002,20607,All other expenditures,Age of reference person,Reference person under age 25,24229,180.5
2002,43858,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,50432,180.5
2002,70117,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,79199,180.5
2002,15875,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,19061,180.5
